O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,constituency,constituency_id,pk,District,Constituency Type,position,Gender
6,Rajkumar.G,Anna MGR Dravida Makkal Kalgam,338,3,341,0.16,Karaikudi,184,184-6,Sivaganga,General,13,M
7,S.Rajkumar,Makkal Needhi Maiam,8260,91,8351,3.93,Karaikudi,184,184-7,Sivaganga,General,5,M
8,B.Vanitha,Puthiya Tamilagam,698,4,702,0.33,Karaikudi,184,184-8,Sivaganga,General,7,F
9,A.Ganesan,Independent,340,6,346,0.16,Karaikudi,184,184-9,Sivaganga,General,12,M
10,M.Naina Mohamed,Independent,412,4,416,0.2,Karaikudi,184,184-10,Sivaganga,General,11,M
11,A.Paramasivam,Independent,192,0,192,0.09,Karaikudi,184,184-11,Sivaganga,General,14,M
12,N.Meenal,Independent,543,5,548,0.26,Karaikudi,184,184-12,Sivaganga,General,9,F
13,K.Velu,Independent,498,6,504,0.24,Karaikudi,184,184-13,Sivaganga,General,10,M
14,NOTA,None of the Above,1329,20,1349,0.63,Karaikudi,184,184-14,Sivaganga,General,6,Not Applicable
1,MARUDHU ALAGURAJ,All India Anna Dravida Munnetra Kazhagam,65915,393,66308,31.46,Tiruppattur,185,185-1,Tiruppattur,General,2,M
2,KR.PERIYAKARUPPAN,Dravida Munnetra Kazhagam,102261,1421,103682,49.19,Tiruppattur,185,185-2,Tiruppattur,General,1,M
3,A.AMALAN SAVARIMUTHU,Indiya Jananayaka Katchi,856,6,862,0.41,Tiruppattur,185,185-3,Tiruppattur,General,6,M
4,K.K.UMADHEVAN,Amma Makkal Munnettra Kazagam,7396,52,7448,3.53,Tiruppattur,185,185-4,Tiruppattur,General,5,M
5,KOTTAIKUMAR,Naam Tamilar Katchi,14518,53,14571,6.91,Tiruppattur,185,185-5,Tiruppattur,General,3,M
6,M.SARASWATHI,Puthiya Tamilagam,240,1,241,0.11,Tiruppattur,185,185-6,Tiruppattur,General,13,F
7,S.MURUGAN,Anaithu Makkal Puratchi Katchi,95,1,96,0.05,Tiruppattur,185,185-7,Tiruppattur,General,19,M
8,K.VEERAPANDIAN,My India Party,143,1,144,0.07,Tiruppattur,185,185-8,Tiruppattur,General,16,M
9,G.ABDUL KISHORE BABU,Independent,84,1,85,0.04,Tiruppattur,185,185-9,Tiruppattur,General,20,M
10,ANANDHAN K,Independent,62,0,62,0.03,Tiruppattur,185,185-10,Tiruppattur,General,26,M
11,C.KANNAN,Independent,67,1,68,0.03,Tiruppattur,185,185-11,Tiruppattur,General,23,M
12,A.KARTHIKA,Independent,80,0,80,0.04,Tiruppattur,185,185-12,Tiruppattur,General,21,F
13,P.SELVARAJ,Independent,221,0,221,0.1,Tiruppattur,185,185-13,Tiruppattur,General,14,M
14,C.PARAMASIVAM,Independent,13186,16,13202,6.26,Tiruppattur,185,185-14,Tiruppattur,General,4,M
15,PALANIAPPAN,Independent,333,0,333,0.16,Tiruppattur,185,185-15,Tiruppattur,General,12,M
16,A.PARTHASARATHY,Independent,465,0,465,0.22,Tiruppattur,185,185-16,Tiruppattur,General,9,M
17,PERIYASAMY,Independent,604,1,605,0.29,Tiruppattur,185,185-17,Tiruppattur,General,8,M
18,A.MALLIKA,Independent,444,0,444,0.21,Tiruppattur,185,185-18,Tiruppattur,General,10,F
19,M.MOHAMED RABEEK,Independent,122,0,122,0.06,Tiruppattur,185,185-19,Tiruppattur,General,17,M
20,MUTHULAKSHMI,Independent,65,0,65,0.03,Tiruppattur,185,185-20,Tiruppattur,General,24,F
21,RM.MURUGESAN,Independent,69,0,69,0.03,Tiruppattur,185,185-21,Tiruppattur,General,22,M
22,K.S.K.RAJESH,Independent,352,0,352,0.17,Tiruppattur,185,185-22,Tiruppattur,General,11,M
23,P.RAJESWARI,Independent,152,0,152,0.07,Tiruppattur,185,185-23,Tiruppattur,General,15,F
24,RENUKA,Independent,56,0,56,0.03,Tiruppattur,185,185-24,Tiruppattur,General,27,F
25,J.VEERAYI,Independent,65,0,65,0.03,Tiruppattur,185,185-25,Tiruppattur,General,25,F
26,P.JEYACHANDRAN,Independent,115,0,115,0.05,Tiruppattur,185,185-26,Tiruppattur,General,18,M
27,NOTA,None of the Above,845,8,853,0.4,Tiruppattur,185,185-27,Tiruppattur,General,7,Not Applicable
1,S. Gunasekaran,Communist Party of India,69101,1799,70900,35.09,Sivaganga,186,186-1,Sivaganga,General,2,M
2,PR. Senthilnathan,All India Anna Dravida Munnetra Kazhagam,81267,886,82153,40.66,Sivaganga,186,186-2,Sivaganga,General,1,M
3,K. Anbarasan,Amma Makkal Munnettra Kazagam,19631,193,19824,9.81,Sivaganga,186,186-3,Sivaganga,General,4,M
4,N. Pandimuthu,My India Party,369,4,373,0.18,Sivaganga,186,186-4,Sivaganga,General,8,F
5,R. Mallika,Naam Tamilar Katchi,22301,199,22500,11.14,Sivaganga,186,186-5,Sivaganga,General,3,F
6,Vadivel. C,Anaithu Makkal Puratchi Katchi,239,2,241,0.12,Sivaganga,186,186-6,Sivaganga,General,11,M
7,Joseph. C,Makkal Needhi Maiam,2076,29,2105,1.04,Sivaganga,186,186-7,Sivaganga,General,5,M
8,K. Kalaiselvam,Independent,120,3,123,0.06,Sivaganga,186,186-8,Sivaganga,General,15,M
9,C. Kaningprabhu,Independent,109,3,112,0.06,Sivaganga,186,186-9,Sivaganga,General,16,M
10,R. Gunasekaran,Independent,145,10,155,0.08,Sivaganga,186,186-10,Sivaganga,General,13,M
11,M. Thirukumaran,Independent,124,3,127,0.06,Sivaganga,186,186-11,Sivaganga,General,14,M
12,Dr. A. Parthasarathy,Independent,342,3,345,0.17,Sivaganga,186,186-12,Sivaganga,General,9,M
13,M. Ravi,Independent,175,0,175,0.09,Sivaganga,186,186-13,Sivaganga,General,12,M
14,Vimalraj,Independent,307,2,309,0.15,Sivaganga,186,186-14,Sivaganga,General,10,M
15,P. Viswanathan,Independent,1318,14,1332,0.66,Sivaganga,186,186-15,Sivaganga,General,6,M
16,NOTA,None of the Above,1258,12,1270,0.63,Sivaganga,186,186-16,Sivaganga,General,7,Not Applicable
1,Tamilarasi A.,Dravida Munnetra Kazhagam,87827,1537,89364,44.01,Manamadurai,187,187-1,Sivaganga,SC,1,F
2,Nagarajan S.,All India Anna Dravida Munnetra Kazhagam,74433,840,75273,37.07,Manamadurai,187,187-2,Sivaganga,SC,2,M
3,Shanmugapriya M.,Naam Tamilar Katchi,22916,312,23228,11.44,Manamadurai,187,187-3,Sivaganga,SC,3,F
4,Chandrasekar M.,Anaithu Makkal Puratchi Katchi,226,3,229,0.11,Manamadurai,187,187-4,Sivaganga,SC,8,M
5,Sivasankari P.,Makkal Needhi Maiam,2219,38,2257,1.11,Manamadurai,187,187-5,Sivaganga,SC,5,F
6,Mariappankennady S.,Amma Makkal Munnettra Kazagam,10074,157,10231,5.04,Manamadurai,187,187-6,Sivaganga,SC,4,M
7,Muralitharan M.,Anna MGR Dravida Makkal Kalgam,128,0,128,0.06,Manamadurai,187,187-7,Sivaganga,SC,11,M
8,Rajendran A.,My India Party,104,7,111,0.05,Manamadurai,187,187-8,Sivaganga,SC,13,M
9,Karuppaiah S.,Independent,83,1,84,0.04,Manamadurai,187,187-9,Sivaganga,SC,14,M
10,Thamaraiselvi S.,Independent,140,2,142,0.07,Manamadurai,187,187-10,Sivaganga,SC,10,F
11,Duraipandi M.,Independent,125,0,125,0.06,Manamadurai,187,187-11,Sivaganga,SC,12,M
12,Muthumari K.,Independent,185,0,185,0.09,Manamadurai,187,187-12,Sivaganga,SC,9,M
13,Rajaiah  C.,Independent,369,2,371,0.18,Manamadurai,187,187-13,Sivaganga,SC,7,M
14,NOTA,None of the Above,1318,15,1333,0.66,Manamadurai,187,187-14,Sivaganga,SC,6,Not Applicable
1,RAVICHANDRAN  T.,Indian National Congress,47727,455,48182,26.36,Melur,188,188-1,Madurai,General,2,M
2,PERIYAPULLAN @ SELVAM  P.,All India Anna Dravida Munnetra Kazhagam,83126,218,83344,45.6,Melur,188,188-2,Madurai,General,1,M
3,KATHIRESAN  K.,Makkal Needhi Maiam,2161,15,2176,1.19,Melur,188,188-3,Madurai,General,5,M
4,KARUPPUSAMY  P.,Naam Tamilar Katchi,10606,63,10669,5.84,Melur,188,188-4,Madurai,General,4,M
5,SENTHILRAJ  K.,My India Party,270,0,270,0.15,Melur,188,188-5,Madurai,General,12,M
6,SELVARAJ  A.,Amma Makkal Munnettra Kazagam,34027,235,34262,18.74,Melur,188,188-6,Madurai,General,3,M
7,KANNAN  P.,Independent,257,1,258,0.14,Melur,188,188-7,Madurai,General,13,M
8,GOBALAKRISHNAN  M.,Independent,350,0,350,0.19,Melur,188,188-8,Madurai,General,9,M
9,SIVASAMY  R.,Independent,109,1,110,0.06,Melur,188,188-9,Madurai,General,15,M
10,DHARMAR  P.,Independent,95,0,95,0.05,Melur,188,188-10,Madurai,General,16,M
11,DHINAKARAN  S.,Independent,274,0,274,0.15,Melur,188,188-11,Madurai,General,11,M
12,NAGENDRAN  N.,Independent,199,1,200,0.11,Melur,188,188-12,Madurai,General,14,M
13,PANDI  K.,Independent,736,0,736,0.4,Melur,188,188-13,Madurai,General,7,M
14,BALAN  T.,Independent,630,0,630,0.34,Melur,188,188-14,Madurai,General,8,M
15,MOHANRAM  C.,Independent,342,0,342,0.19,Melur,188,188-15,Madurai,General,10,M
16,NOTA,None of the Above,875,9,884,0.48,Melur,188,188-16,Madurai,General,6,Not Applicable
1,GOPALAKRISHNAN R,All India Anna Dravida Munnetra Kazhagam,72588,537,73125,30.74,Madurai East,189,189-1,Madurai,General,2,M
2,MOORTHY P,Dravida Munnetra Kazhagam,120459,2270,122729,51.59,Madurai East,189,189-2,Madurai,General,1,M
3,SARAVANAN T,Amma Makkal Munnettra Kazagam,6636,93,6729,2.83,Madurai East,189,189-3,Madurai,General,5,M
4,BALAMURUGAN A,Puthiya Tamilagam,1737,18,1755,0.74,Madurai East,189,189-4,Madurai,General,7,M
5,PRABAHARAN M,Bahujan Dravida Party,109,3,112,0.05,Madurai East,189,189-5,Madurai,General,15,M
6,MUTHUKRISHNAN I,Makkal Needhi Maiam,11864,129,11993,5.04,Madurai East,189,189-6,Madurai,General,4,M
7,MUTHU KRISHNAN M,Anaithu Makkal Puratchi Katchi,151,1,152,0.06,Madurai East,189,189-7,Madurai,General,13,M
8,MUSTAK MOHAMED.A.K,Tipu Sultan Party,306,2,308,0.13,Madurai East,189,189-8,Madurai,General,10,M
9,RAJA P,My India Party,120,2,122,0.05,Madurai East,189,189-9,Madurai,General,14,M
10,LATHA J,Naam Tamilar Katchi,17504,164,17668,7.43,Madurai East,189,189-10,Madurai,General,3,F
11,GANDHI K,Independent,232,1,233,0.1,Madurai East,189,189-11,Madurai,General,11,M
12,CHANDRASEKARAN V,Independent,345,1,346,0.15,Madurai East,189,189-12,Madurai,General,9,M
13,DINESH G,Independent,95,0,95,0.04,Madurai East,189,189-13,Madurai,General,16,M
14,PALANIAMMAL P,Independent,345,4,349,0.15,Madurai East,189,189-14,Madurai,General,8,F
15,JEYAKUMAR P,Independent,231,1,232,0.1,Madurai East,189,189-15,Madurai,General,12,M
16,NOTA,None of the Above,1923,21,1944,0.82,Madurai East,189,189-16,Madurai,General,6,Not Applicable
1,MANICKAM K,All India Anna Dravida Munnetra Kazhagam,66792,403,67195,38.32,Sholavandan,190,190-1,Madurai,SC,2,M
2,VENKATESAN A,Dravida Munnetra Kazhagam,83247,993,84240,48.04,Sholavandan,190,190-2,Madurai,SC,1,M
3,JEYALAKSHMI M,Desiya Murpokku Dravida Kazhagam,3534,48,3582,2.04,Sholavandan,190,190-3,Madurai,SC,4,F
4,INDURANI S,Puthiya Tamilagam,248,2,250,0.14,Sholavandan,190,190-4,Madurai,SC,10,F
5,ESWARI T,Communist Party of India  (Marxist-Leninist)  (Liberation),121,4,125,0.07,Sholavandan,190,190-5,Madurai,SC,14,F
6,SILAMBARASAN P,Bahujan Dravida Party,143,3,146,0.08,Sholavandan,190,190-6,Madurai,SC,12,M
7,SENGANNAN G,Naam Tamilar Katchi,13783,153,13936,7.95,Sholavandan,190,190-7,Madurai,SC,3,M
8,YOGANATHAN S,Makkal Needhi Maiam,3000,31,3031,1.73,Sholavandan,190,190-8,Madurai,SC,5,M
9,RAJKUMAR K,My India Party,71,0,71,0.04,Sholavandan,190,190-9,Madurai,SC,19,M
10,KATHIRESAN P,Independent,102,2,104,0.06,Sholavandan,190,190-10,Madurai,SC,15,M
11,KANDAVEL S,Independent,292,2,294,0.17,Sholavandan,190,190-11,Madurai,SC,9,M
12,KRISHNASAMY P,Independent,81,3,84,0.05,Sholavandan,190,190-12,Madurai,SC,18,M
13,SEKAR N,Independent,70,0,70,0.04,Sholavandan,190,190-13,Madurai,SC,20,M
14,DHANAGOPAL S,Independent,86,2,88,0.05,Sholavandan,190,190-14,Madurai,SC,17,M
15,MALAICHAMY A,Independent,133,0,133,0.08,Sholavandan,190,190-15,Madurai,SC,13,M
16,MOORTHY P,Independent,200,0,200,0.11,Sholavandan,190,190-16,Madurai,SC,11,M
17,MOORTHI M,Independent,363,0,363,0.21,Sholavandan,190,190-17,Madurai,SC,7,M
18,RAJKUMAR V,Independent,347,6,353,0.2,Sholavandan,190,190-18,Madurai,SC,8,M
19,VARATHARAJAN C,Independent,89,0,89,0.05,Sholavandan,190,190-19,Madurai,SC,16,M
20,VETRIVEL J,Independent,46,0,46,0.03,Sholavandan,190,190-20,Madurai,SC,21,M
21,NOTA,None of the Above,946,15,961,0.55,Sholavandan,190,190-21,Madurai,SC,6,Not Applicable
1,SARAVANAN P,Bharatiya Janata Party,49700,394,50094,32.0,Madurai North,191,191-1,Madurai,General,2,M
2,THALAPATHI G,Dravida Munnetra Kazhagam,71949,1061,73010,46.64,Madurai North,191,191-2,Madurai,General,1,M
3,ALAGAR M,Makkal Needhi Maiam,12019,83,12102,7.73,Madurai North,191,191-3,Madurai,General,4,M
4,ANBARASI S,Naam Tamilar Katchi,15178,133,15311,9.78,Madurai North,191,191-4,Madurai,General,3,F
5,VASANTHAKUMAR S,Anna Dravidar Kazhagam,167,0,167,0.11,Madurai North,191,191-5,Madurai,General,8,M
6,VOLTAIRE M J,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),114,1,115,0.07,Madurai North,191,191-6,Madurai,General,12,M
7,JEYAPAL M,Amma Makkal Munnettra Kazagam,3235,45,3280,2.1,Madurai North,191,191-7,Madurai,General,5,M
8,ABUBAKKAR SITHICK J,Independent,138,1,139,0.09,Madurai North,191,191-8,Madurai,General,10,M
9,RAAM VISHWAKARMA T,Independent,93,1,94,0.06,Madurai North,191,191-9,Madurai,General,14,M
10,ISMAIL D,Independent,105,0,105,0.07,Madurai North,191,191-10,Madurai,General,13,M
11,KUPPUSAMY N,Independent,49,0,49,0.03,Madurai North,191,191-11,Madurai,General,16,M
12,KESAVARAJAH J,Independent,69,1,70,0.04,Madurai North,191,191-12,Madurai,General,15,M
13,SANKARAPANDI P,Independent,161,2,163,0.1,Madurai North,191,191-13,Madurai,General,9,M
14,THEIVAMMAL K,Independent,124,1,125,0.08,Madurai North,191,191-14,Madurai,General,11,F
15,NATARAJAN R,Independent,167,1,168,0.11,Madurai North,191,191-15,Madurai,General,7,M
16,NOTA,None of the Above,1548,16,1564,1.0,Madurai North,191,191-16,Madurai,General,6,Not Applicable
1,SARAVANAN. S.S,All India Anna Dravida Munnetra Kazhagam,56005,292,56297,38.08,Madurai South,192,192-1,Madurai,General,2,M
2,BOOMINATHAN.M,Dravida Munnetra Kazhagam,62284,528,62812,42.49,Madurai South,192,192-2,Madurai,General,1,M
3,ABBAS.M,Naam Tamilar Katchi,10430,53,10483,7.09,Madurai South,192,192-3,Madurai,General,4,M
4,ESWARAN.G,Makkal Needhi Maiam,12773,48,12821,8.67,Madurai South,192,192-4,Madurai,General,3,M
5,SADAM HUSSAIN.K,My India Party,104,0,104,0.07,Madurai South,192,192-5,Madurai,General,13,M
6,BHARATHI KANNAMMA. S,New Generation People’s Party,140,0,140,0.09,Madurai South,192,192-6,Madurai,General,11,M
7,RAAJALINGAM.SHA,Amma Makkal Munnettra Kazagam,2662,10,2672,1.81,Madurai South,192,192-7,Madurai,General,5,M
8,UMESH.K.R,Independent,81,0,81,0.05,Madurai South,192,192-8,Madurai,General,14,M
9,SARAVANAN.R,Independent,254,3,257,0.17,Madurai South,192,192-9,Madurai,General,7,M
10,RAVICHANDRAN.V.C,Independent,116,0,116,0.08,Madurai South,192,192-10,Madurai,General,12,M
11,RAJKUMAR(a)MANIKANDAN.K,Independent,162,0,162,0.11,Madurai South,192,192-11,Madurai,General,9,M
12,VENGADACHALAPATHY.T.S,Independent,158,1,159,0.11,Madurai South,192,192-12,Madurai,General,10,M
13,JEYA.K,Independent,175,3,178,0.12,Madurai South,192,192-13,Madurai,General,8,F
14,NOTA,None of the Above,1532,19,1551,1.05,Madurai South,192,192-14,Madurai,General,6,Not Applicable
1,THAVAMANI A,Bahujan Samaj Party,283,3,286,0.19,Madurai Central,193,193-1,Madurai,General,10,M
2,PALANIVEL THIAGA RAJAN,Dravida Munnetra Kazhagam,72231,974,73205,48.99,Madurai Central,193,193-2,Madurai,General,1,M
3,JOTHI MUTHURAMALINGAM N,All India Anna Dravida Munnetra Kazhagam,38834,195,39029,26.12,Madurai Central,193,193-3,Madurai,General,2,M
4,ESWARI M,My India Party,285,2,287,0.19,Madurai Central,193,193-4,Madurai,General,9,F
5,SIKKANDAR BATCHA G S,SOCIAL DEMOCRATIC PARTY OF INDIA,3327,20,3347,2.24,Madurai Central,193,193-5,Madurai,General,6,M
6,PANDIAMMAL J,Naam Tamilar Katchi,11156,59,11215,7.51,Madurai Central,193,193-6,Madurai,General,4,F
7,MANI B,Makkal Needhi Maiam,14437,58,14495,9.7,Madurai Central,193,193-7,Madurai,General,3,M
8,RAJAKUMAR NAIDU E V S,Tamil Telugu National Party,175,1,176,0.12,Madurai Central,193,193-8,Madurai,General,13,M
9,ELANGOVAN R,Independent,264,0,264,0.18,Madurai Central,193,193-9,Madurai,General,11,M
10,KREMMER SURESH,Independent,4880,27,4907,3.28,Madurai Central,193,193-10,Madurai,General,5,M
11,KRISHNAPRABBU M R,Independent,437,3,440,0.29,Madurai Central,193,193-11,Madurai,General,8,M
12,SATHIYENDRAN N,Independent,51,0,51,0.03,Madurai Central,193,193-12,Madurai,General,15,M
13,SIVASANKAR S,Independent,94,0,94,0.06,Madurai Central,193,193-13,Madurai,General,14,M
14,RAJASURIYAA K R,Independent,192,1,193,0.13,Madurai Central,193,193-14,Madurai,General,12,M
15,NOTA,None of the Above,1432,9,1441,0.96,Madurai Central,193,193-15,Madurai,General,7,Not Applicable
1,CHINNAMMAL. C,Dravida Munnetra Kazhagam,73463,1299,74762,37.07,Madurai West,194,194-1,Madurai,General,2,F
2,BALACHANDRAN. P,Desiya Murpokku Dravida Kazhagam,3384,33,3417,1.69,Madurai West,194,194-2,Madurai,General,5,M
3,RAJU. K,All India Anna Dravida Munnetra Kazhagam,83586,297,83883,41.59,Madurai West,194,194-3,Madurai,General,1,M
4,KARTHIKEYAN. R,Akhil Bharat Hindu Mahasabha,315,3,318,0.16,Madurai West,194,194-4,Madurai,General,9,M
5,SULTHAN BADUSHA. J,Anna MGR Dravida Makkal Kalgam,79,0,79,0.04,Madurai West,194,194-5,Madurai,General,13,M
6,NAGAJOTHI. K,Tamil Nadu Ilangyar Katchi,2483,26,2509,1.24,Madurai West,194,194-6,Madurai,General,6,F
7,MUNIYASAMY. V,Makkal Needhi Maiam,15749,100,15849,7.86,Madurai West,194,194-7,Madurai,General,4,M
8,VETRIKUMARAN. C,Naam Tamilar Katchi,18133,91,18224,9.04,Madurai West,194,194-8,Madurai,General,3,M
9,ARASU THIRUVALAVAN. K. K,Independent,96,1,97,0.05,Madurai West,194,194-9,Madurai,General,12,M
10,ANBUMANIKANDANTAMILSOORIYAN.K,Independent,73,0,73,0.04,Madurai West,194,194-10,Madurai,General,14,M
11,SULTHAN BASHA. K,Independent,43,1,44,0.02,Madurai West,194,194-11,Madurai,General,16,M
12,SEBASTHIYAN. B,Independent,49,0,49,0.02,Madurai West,194,194-12,Madurai,General,15,M
13,PREMKUMAR. M,Independent,122,0,122,0.06,Madurai West,194,194-13,Madurai,General,11,M
14,RAMU. N,Independent,368,0,368,0.18,Madurai West,194,194-14,Madurai,General,8,M
15,VENKATESAN. M,Independent,126,0,126,0.06,Madurai West,194,194-15,Madurai,General,10,M
16,NOTA,None of the Above,1757,17,1774,0.88,Madurai West,194,194-16,Madurai,General,7,Not Applicable
1,PONNUTHAI,Communist Party of India  (Marxist),73032,1162,74194,31.46,Thiruparankundram,195,195-1,Madurai,General,2,F
2,"RAJANCHELLAPPA, V.V.",All India Anna Dravida Munnetra Kazhagam,103059,624,103683,43.96,Thiruparankundram,195,195-2,Madurai,General,1,M
3,"SAVITHA, R.",Anna MGR Dravida Makkal Kalgam,591,1,592,0.25,Thiruparankundram,195,195-3,Madurai,General,8,F
4,"DAVID ANNADURAI, K.",Amma Makkal Munnettra Kazagam,10120,70,10190,4.32,Thiruparankundram,195,195-4,Madurai,General,5,M
5,"BHARANIRAJAN, M.",Makkal Needhi Maiam,16662,88,16750,7.1,Thiruparankundram,195,195-5,Madurai,General,4,M
6,"PALANIKUMAR, M.",Ambedkar Political Party,173,4,177,0.08,Thiruparankundram,195,195-6,Madurai,General,17,M
7,"MURUGESAN, A.",My India Party,131,0,131,0.06,Thiruparankundram,195,195-7,Madurai,General,18,M
8,"RAJAMANI, V.",Namadhu Makkal Katchi,537,1,538,0.23,Thiruparankundram,195,195-8,Madurai,General,10,M
9,"REVATHY, R.",Naam Tamilar Katchi,22582,140,22722,9.63,Thiruparankundram,195,195-9,Madurai,General,3,F
10,"ARUMUGAM, V.",Independent,2002,3,2005,0.85,Thiruparankundram,195,195-10,Madurai,General,7,M
11,"ILANGOVAN, P.",Independent,114,0,114,0.05,Thiruparankundram,195,195-11,Madurai,General,19,M
12,"UKKRA PANDIYAN, S.",Independent,301,1,302,0.13,Thiruparankundram,195,195-12,Madurai,General,12,M
13,"KARUNAKARAN, M.",Independent,246,0,246,0.1,Thiruparankundram,195,195-13,Madurai,General,15,M
14,"SANKAR THAYAL SHARMA, M.",Independent,80,0,80,0.03,Thiruparankundram,195,195-14,Madurai,General,23,M
15,"SEKAR, S.",Independent,200,0,200,0.08,Thiruparankundram,195,195-15,Madurai,General,16,M
16,"PACKIYASELVI, K.",Independent,401,1,402,0.17,Thiruparankundram,195,195-16,Madurai,General,11,F
17,"BALAMURUGAN, R.",Independent,256,1,257,0.11,Thiruparankundram,195,195-17,Madurai,General,14,M
18,"PILLAI, M.M.",Independent,283,1,284,0.12,Thiruparankundram,195,195-18,Madurai,General,13,M
19,"MANIKANDAN, S.",Independent,81,1,82,0.03,Thiruparankundram,195,195-19,Madurai,General,22,M
20,"MOHIDEEN ABDUL KADAR, M.K.",Independent,98,0,98,0.04,Thiruparankundram,195,195-20,Madurai,General,21,M
21,"MURUGAN, K.R.",Independent,555,7,562,0.24,Thiruparankundram,195,195-21,Madurai,General,9,M
22,"RADHA (A) GUNASEKARAN, M.",Independent,114,0,114,0.05,Thiruparankundram,195,195-22,Madurai,General,20,M
23,"RAMACHANDRAN, K.",Independent,52,1,53,0.02,Thiruparankundram,195,195-23,Madurai,General,24,M
24,NOTA,None of the Above,2039,34,2073,0.88,Thiruparankundram,195,195-24,Madurai,General,6,Not Applicable
1,UDHAYAKUMAR R B,All India Anna Dravida Munnetra Kazhagam,99294,1044,100338,45.51,Thirumangalam,196,196-1,Madurai,General,1,M
2,MANIMARAN M,Dravida Munnetra Kazhagam,84381,1870,86251,39.12,Thirumangalam,196,196-2,Madurai,General,2,M
3,ATHI NARAYANAN K,Amma Makkal Munnettra Kazagam,13554,226,13780,6.25,Thirumangalam,196,196-3,Madurai,General,3,M
4,ARUMUGAM K,Lok Jan Shakti Party,119,3,122,0.06,Thirumangalam,196,196-4,Madurai,General,15,M
5,SARAL M,Naam Tamilar Katchi,11375,218,11593,5.26,Thirumangalam,196,196-5,Madurai,General,4,F
6,NIRMAL M,My India Party,119,3,122,0.06,Thirumangalam,196,196-6,Madurai,General,16,M
7,MARIKANNAN A,National Democratic Party of South India,95,3,98,0.04,Thirumangalam,196,196-7,Madurai,General,17,M
8,RAMKUMAR M,Makkal Needhi Maiam,2748,27,2775,1.26,Thirumangalam,196,196-8,Madurai,General,5,M
9,ALAGARSAMY M,Independent,71,0,71,0.03,Thirumangalam,196,196-9,Madurai,General,20,M
10,KALI A,Independent,44,1,45,0.02,Thirumangalam,196,196-10,Madurai,General,23,M
11,CHANDRASEKARAN R,Independent,42,2,44,0.02,Thirumangalam,196,196-11,Madurai,General,24,M
12,THIRALIPANDI N,Independent,78,4,82,0.04,Thirumangalam,196,196-12,Madurai,General,18,M
13,DURAIPANDI B,Independent,61,1,62,0.03,Thirumangalam,196,196-13,Madurai,General,22,M
14,BALAMURUGAN N R,Independent,129,2,131,0.06,Thirumangalam,196,196-14,Madurai,General,14,M
15,MUTHURAJA M,Independent,187,3,190,0.09,Thirumangalam,196,196-15,Madurai,General,12,M
16,MUTHUVELRAJ P,Independent,501,2,503,0.23,Thirumangalam,196,196-16,Madurai,General,9,M
17,RAMANATHAN A,Independent,683,1,684,0.31,Thirumangalam,196,196-17,Madurai,General,8,M
18,RAMANATHAN M,Independent,433,0,433,0.2,Thirumangalam,196,196-18,Madurai,General,10,M
19,RAMAMOORTHI R,Independent,163,2,165,0.07,Thirumangalam,196,196-19,Madurai,General,13,M
20,RAJANBABU P,Independent,276,2,278,0.13,Thirumangalam,196,196-20,Madurai,General,11,M
21,VEERANAN S,Independent,1566,10,1576,0.71,Thirumangalam,196,196-21,Madurai,General,6,M
22,VEERAMANI V,Independent,41,1,42,0.02,Thirumangalam,196,196-22,Madurai,General,25,M
23,VAIRASEEMAN G,Independent,64,0,64,0.03,Thirumangalam,196,196-23,Madurai,General,21,M
24,JEGADEESH KUMAR R,Independent,74,1,75,0.03,Thirumangalam,196,196-24,Madurai,General,19,M
25,NOTA,None of the Above,958,13,971,0.44,Thirumangalam,196,196-25,Madurai,General,7,Not Applicable
1,AYYAPPAN P,All India Anna Dravida Munnetra Kazhagam,70780,475,71255,33.53,Usilampatti,197,197-1,Madurai,General,1,M
2,KATHIRAVAN P V,Dravida Munnetra Kazhagam,62877,901,63778,30.01,Usilampatti,197,197-2,Madurai,General,2,M
3,ARASUMAYAN M,All India Jananayaka Makkal Kazhagam,961,6,967,0.46,Usilampatti,197,197-3,Madurai,General,8,M
4,IYNDHUKOVILAN G,Naam Tamilar Katchi,15089,268,15357,7.23,Usilampatti,197,197-4,Madurai,General,4,M
5,THIRUSELVAM C,Puthiya Tamilagam,1149,12,1161,0.55,Usilampatti,197,197-5,Madurai,General,6,M
6,BHARATH V,My India Party,372,6,378,0.18,Usilampatti,197,197-6,Madurai,General,11,M
7,MAHENDRAN I,Amma Makkal Munnettra Kazagam,54758,733,55491,26.11,Usilampatti,197,197-7,Madurai,General,3,M
8,ARUNKUMAR M,Independent,359,3,362,0.17,Usilampatti,197,197-8,Madurai,General,12,M
9,ALAGUMURUGESAN K,Independent,155,3,158,0.07,Usilampatti,197,197-9,Madurai,General,14,M
10,ARUMUGAM K,Independent,1238,9,1247,0.59,Usilampatti,197,197-10,Madurai,General,5,M
11,ANANTHA KUMAR N,Independent,69,5,74,0.03,Usilampatti,197,197-11,Madurai,General,15,M
12,KATHIRAVAN A,Independent,523,5,528,0.25,Usilampatti,197,197-12,Madurai,General,9,M
13,Dhanasekaran T,Independent,477,1,478,0.22,Usilampatti,197,197-13,Madurai,General,10,M
